Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA
ID00027,Male,19,Computer Science,85.7,5.2,2.82,6.1,9,3.26
ID00055,Female,20,Computer Science,93.0,2.2,3.47,8.3,7,3.66
ID02056,Female,22,Engineering,74.7,7.0,2.73,8.0,11,2.91
ID04518,Female,20,Engineering,99.9,6.5,3.37,9.6,9,3.7
ID02215,Female,21,Economics,72.4,3.1,3.48,8.7,11,3.43
ID04682,Male,23,Psychology,79.4,2.2,4.0,7.7,10,4.0
ID04478,Male,23,Mathematics,72.2,6.0,2.93,7.6,12,3.17
ID01020,Male,20,Computer Science,92.1,5.1,3.72,6.6,8,4.0
ID02737,Female,23,Psychology,100.0,4.9,2.73,7.3,6,3.01
ID03269,Female,18,Economics,92.4,2.7,3.17,8.2,6,3.33
ID04958,Female,20,Mathematics,45.9,6.3,3.35,4.8,9,2.93
ID00079,Male,20,Psychology,100.0,2.1,2.73,7.2,7,3.16
ID04616,Male,18,Engineering,85.4,1.9,4.0,9.5,10,3.98
ID01945,Female,23,Computer Science,100.0,4.6,3.22,7.7,8,3.46
ID04161,Male,21,Psychology,60.8,12.1,3.7,6.5,9,4.0
ID03511,Male,21,Economics,49.5,4.4,2.72,7.4,5,2.64
ID01847,Male,22,Mathematics,100.0,3.1,3.22,7.0,5,3.39
ID02369,Male,20,Psychology,99.9,5.1,2.94,6.8,6,3.53
ID01458,Female,19,Engineering,91.7,13.4,4.0,7.8,5,4.0
ID00350,Female,24,Business,57.9,4.9,2.94,7.0,3,2.72
ID02022,Female,19,Engineering,80.1,4.5,3.18,5.5,9,3.58
ID01228,Male,20,Business,79.7,2.8,2.97,7.8,10,2.91
ID03520,Male,24,Mathematics,99.5,2.9,2.5,8.2,7,2.56
ID03906,Male,22,Engineering,73.1,5.1,3.0,7.0,3,3.17
ID00341,Male,22,Psychology,81.8,10.1,3.57,7.7,8,4.0
ID04199,Male,19,Computer Science,71.6,4.1,4.0,8.2,8,4.0
ID04702,Male,24,Computer Science,100.0,3.4,3.3,7.3,8,3.57
ID03735,Male,24,Economics,100.0,1.9,3.07,4.7,5,3.28
ID03012,Male,18,Economics,91.6,3.3,2.57,9.4,8,2.94
ID01192,Female,18,Mathematics,76.9,4.1,3.94,6.3,14,3.89
ID02495,Male,24,Business,88.4,1.7,4.0,5.1,5,4.0
ID04799,Male,23,Mathematics,80.6,3.3,2.89,7.3,5,3.4
ID04646,Female,24,Psychology,85.5,1.2,2.45,7.2,10,2.66
ID02550,Male,24,Mathematics,91.2,5.8,4.0,7.0,10,4.0
ID03676,Male,24,Computer Science,100.0,2.0,3.8,8.2,7,3.8
ID00718,Female,24,Economics,80.0,5.6,2.81,8.1,9,3.14
ID04574,Female,20,Psychology,99.6,1.3,2.94,7.4,6,3.05
ID01428,Female,23,Economics,92.6,5.3,2.58,5.8,12,3.0
ID03794,Female,24,Business,100.0,2.6,2.48,7.6,8,2.86
ID03613,Male,22,Psychology,78.6,2.0,3.21,7.0,8,3.24
ID04976,Male,21,Psychology,73.2,6.3,3.21,4.8,9,3.31
ID03560,Male,21,Computer Science,95.3,3.4,3.51,6.8,7,3.82
ID03740,Female,23,Economics,79.1,2.8,3.35,8.0,14,3.32
ID04783,Female,20,Economics,76.1,4.8,3.07,8.0,6,2.98
ID02994,Male,24,Business,85.3,2.8,3.82,7.0,8,4.0
ID00768,Female,24,Engineering,92.5,4.4,2.31,5.4,8,2.48
ID01928,Male,24,Mathematics,100.0,7.4,3.7,5.8,7,3.99
ID02139,Male,22,Mathematics,49.9,1.7,2.24,7.1,8,1.87
ID00181,Male,23,Engineering,69.5,2.2,2.5,5.2,8,2.42
ID04155,Male,24,Computer Science,83.8,4.1,2.91,8.9,10,3.21
ID01194,Female,18,Psychology,77.6,10.3,3.06,4.0,5,3.36
ID00810,Male,22,Psychology,95.2,0.9,2.84,4.0,11,3.11
ID02951,Female,22,Mathematics,100.0,1.1,3.43,6.5,9,3.44
ID04354,Female,24,Economics,62.8,4.9,3.1,4.9,4,3.03
ID01366,Male,23,Computer Science,62.4,3.6,2.35,6.1,15,2.3
ID01977,Male,23,Mathematics,84.9,7.5,2.88,7.4,6,3.35
ID04192,Female,22,Economics,100.0,2.4,2.45,10.0,8,2.49
ID02282,Male,22,Psychology,89.7,4.0,3.05,8.3,2,3.45
ID03783,Male,22,Mathematics,50.0,6.7,3.09,4.0,6,2.79
ID03861,Female,18,Business,69.9,3.5,4.0,8.9,5,3.79
ID01205,Male,23,Business,91.8,2.3,2.5,5.6,7,2.53
ID01221,Female,24,Psychology,98.3,5.0,3.52,8.0,6,3.98
ID01825,Female,20,Business,97.8,5.5,3.76,7.8,7,4.0
ID00550,Female,24,Mathematics,100.0,4.3,3.31,6.2,7,3.84
ID02589,Male,23,Engineering,81.0,0.8,2.86,6.8,9,3.15
ID00525,Female,24,Economics,80.2,2.5,2.72,7.4,9,2.84
ID03373,Male,24,Economics,100.0,3.5,3.59,4.7,7,3.68
ID00220,Female,23,Psychology,85.6,5.3,3.09,7.1,14,3.31
ID00303,Male,19,Computer Science,78.6,3.9,2.73,6.1,4,2.86
ID04577,Male,22,Economics,87.5,2.1,2.23,8.0,4,2.43
ID01670,Female,24,Computer Science,85.0,4.2,2.8,7.0,9,3.16
ID03432,Female,24,Computer Science,67.2,7.8,2.37,6.7,6,2.75
ID02013,Female,19,Business,72.8,1.4,3.49,6.2,10,3.35
ID04452,Female,19,Economics,95.9,6.5,2.51,6.5,4,2.89
ID03929,Female,19,Business,100.0,10.7,3.32,7.1,9,4.0
ID02412,Male,18,Mathematics,95.2,1.7,2.41,6.5,8,2.64
ID03559,Male,23,Computer Science,96.4,6.4,3.01,6.1,8,3.34
ID02644,Female,21,Mathematics,84.6,2.4,2.47,9.2,4,2.78
ID01286,Male,21,Mathematics,44.2,2.7,3.8,7.9,6,3.37
ID00989,Male,22,Business,69.7,4.1,3.11,5.0,8,3.06
ID02638,Female,19,Computer Science,66.6,1.4,3.27,9.8,8,3.17
ID00436,Female,20,Mathematics,91.0,2.9,3.36,7.1,3,3.84
ID00256,Female,20,Engineering,66.6,4.1,3.79,8.2,10,3.82
ID02444,Female,22,Mathematics,74.1,2.4,3.02,6.6,7,2.82
ID03616,Male,20,Mathematics,80.4,4.2,3.91,6.6,2,4.0
ID00823,Male,24,Computer Science,76.1,6.2,3.5,6.2,5,3.59
ID02535,Female,20,Business,84.9,3.7,3.37,5.4,10,3.62
ID03597,Male,18,Business,88.5,10.7,3.63,6.5,9,4.0
ID02313,Male,23,Mathematics,69.4,2.5,3.22,6.6,14,3.06
ID01235,Female,20,Business,75.1,3.5,3.02,8.2,15,2.96
ID04562,Male,18,Engineering,73.4,8.1,3.29,8.5,5,3.37
ID04781,Male,22,Business,94.0,5.8,4.0,8.6,9,4.0
ID00387,Male,18,Engineering,58.5,2.3,3.86,4.5,6,3.25
ID00731,Male,23,Mathematics,77.7,4.2,2.73,8.2,8,2.5
ID00453,Male,19,Computer Science,100.0,3.1,3.99,6.3,10,4.0
ID00275,Male,18,Computer Science,100.0,7.2,3.38,4.6,7,3.63
ID01304,Male,23,Mathematics,100.0,5.2,2.78,7.2,10,3.2
ID02350,Male,23,Psychology,80.8,5.1,3.31,7.2,5,3.54
ID02090,Male,24,Mathematics,100.0,7.0,3.19,9.2,4,3.43
ID04138,Male,20,Economics,71.8,1.6,2.96,5.6,7,2.85
ID03311,Female,18,Mathematics,100.0,2.1,2.78,7.2,7,3.18
ID03499,Male,18,Computer Science,79.2,4.9,3.13,8.2,8,3.23
ID00197,Female,24,Engineering,96.6,3.4,1.71,9.2,11,2.11
ID03404,Male,19,Economics,100.0,4.2,2.93,6.1,7,3.22
ID03278,Male,19,Psychology,72.7,4.1,2.4,8.0,11,2.33
ID02050,Male,22,Psychology,92.1,3.6,2.97,5.6,7,3.37
ID03931,Female,18,Business,95.5,2.4,3.37,4.0,11,3.54
ID04203,Male,18,Mathematics,64.9,8.7,2.87,7.1,15,2.96
ID02477,Male,22,Mathematics,84.0,3.3,3.06,7.0,7,3.25
ID02214,Female,24,Mathematics,73.8,4.9,3.06,10.0,13,3.09
ID02387,Male,19,Computer Science,81.1,9.9,2.5,9.5,8,3.22
ID03436,Male,21,Psychology,89.0,2.3,2.83,6.8,9,3.05
ID00722,Male,21,Psychology,100.0,3.2,3.73,8.7,4,3.94
ID01145,Male,20,Business,79.4,4.3,2.96,7.6,4,3.16
ID03809,Male,21,Economics,100.0,1.0,3.39,5.9,8,3.34
ID02398,Male,18,Psychology,86.9,2.0,3.54,8.6,5,3.75
ID00711,Female,20,Engineering,93.3,8.1,2.95,6.7,7,3.56
ID02441,Female,23,Psychology,80.4,6.6,3.35,7.3,10,3.72
ID04594,Male,18,Mathematics,100.0,0.8,2.23,4.0,8,2.23
ID04234,Female,22,Mathematics,75.5,8.3,3.16,6.9,13,3.41
ID03306,Male,23,Mathematics,97.2,10.7,3.29,5.7,9,3.82
ID00872,Male,23,Computer Science,80.0,2.6,2.51,6.3,10,2.72
ID03767,Female,24,Psychology,54.2,7.9,2.48,7.9,5,2.61
ID02735,Female,19,Computer Science,76.9,7.9,2.66,4.6,8,2.91
ID00313,Male,21,Computer Science,80.6,6.9,3.16,8.5,7,3.75
ID03811,Female,24,Business,100.0,7.0,3.76,6.9,4,4.0
ID01895,Female,20,Engineering,100.0,3.2,2.66,4.6,4,2.76
ID02898,Male,22,Engineering,87.0,5.0,3.31,6.9,7,3.63
ID00562,Male,24,Business,81.9,4.2,2.8,6.8,8,3.3
ID00161,Male,23,Psychology,92.5,4.9,2.89,6.6,7,3.09
ID00917,Male,18,Economics,83.1,4.9,2.39,6.0,9,2.83
ID04589,Female,24,Computer Science,75.1,1.7,4.0,6.3,5,4.0
ID04962,Male,19,Computer Science,78.0,5.2,3.64,7.0,10,3.87
ID04675,Male,23,Economics,91.8,2.5,3.41,8.6,12,3.54
ID04869,Female,23,Computer Science,75.7,7.9,2.72,5.8,11,2.72
ID03495,Female,24,Engineering,80.4,9.6,3.6,7.8,5,4.0
ID00044,Female,24,Business,91.4,8.2,3.01,7.5,10,3.42
ID01443,Female,24,Economics,86.8,2.5,2.85,8.3,6,2.93
ID02178,Female,24,Engineering,100.0,7.9,3.34,9.2,7,3.73
ID02605,Male,20,Economics,79.2,3.6,3.41,7.1,5,3.25
ID01898,Male,22,Computer Science,63.2,3.8,3.1,8.5,8,2.91
ID00998,Male,20,Mathematics,66.7,4.3,3.03,8.1,9,3.16
ID00843,Male,19,Psychology,73.3,4.9,2.26,7.3,10,2.55
ID00070,Female,20,Mathematics,72.7,6.1,2.42,6.9,6,2.44
ID02416,Female,22,Economics,85.1,2.2,2.75,6.4,7,2.88
ID00678,Male,20,Business,78.9,3.5,3.05,8.9,9,2.92
ID04713,Male,20,Business,62.4,2.0,2.52,6.9,11,2.39
ID03897,Male,18,Engineering,100.0,5.3,3.19,6.1,5,3.52
ID01731,Male,20,Computer Science,66.9,10.1,3.41,8.7,4,3.67
ID00099,Male,23,Computer Science,100.0,6.1,3.28,6.6,5,3.64
ID04886,Female,23,Mathematics,90.9,2.8,3.35,10.0,4,3.41
ID00752,Female,19,Psychology,100.0,3.8,2.83,7.3,14,3.16
ID04037,Female,18,Psychology,97.4,9.1,4.0,4.5,10,4.0
ID00955,Male,18,Computer Science,84.2,4.3,3.33,7.5,12,3.58
ID01920,Male,18,Business,91.5,3.2,2.46,7.5,5,2.84
ID01602,Male,24,Computer Science,76.3,3.1,3.47,6.8,8,3.35
ID00957,Male,22,Mathematics,83.3,3.3,3.26,5.5,3,3.31
ID00635,Male,21,Economics,89.1,2.3,3.28,8.4,10,3.34
ID01619,Female,19,Mathematics,66.0,2.0,4.0,8.0,11,4.0
ID04560,Female,20,Mathematics,70.3,3.3,3.54,7.9,8,3.46
ID01953,Female,18,Economics,97.8,6.0,2.83,6.4,11,3.43
ID02824,Male,18,Engineering,73.7,5.6,2.87,7.1,6,3.16
ID02064,Male,20,Engineering,59.4,2.6,2.92,7.7,6,2.59
ID01178,Male,19,Engineering,100.0,4.1,3.31,6.0,6,3.67
ID00959,Male,21,Engineering,99.0,2.3,3.11,7.4,6,3.52
ID03189,Female,23,Economics,91.5,5.4,3.48,7.2,10,3.86
ID00105,Female,21,Psychology,82.0,7.8,2.98,4.0,9,3.38
ID04600,Male,21,Mathematics,84.1,7.5,1.99,8.0,10,2.55
ID02933,Male,22,Business,100.0,1.7,2.15,7.4,10,2.22
ID02900,Male,21,Computer Science,83.2,2.7,2.91,8.0,5,3.33
ID00465,Female,19,Engineering,97.5,3.2,3.41,10.0,2,3.64
ID02934,Male,21,Engineering,75.0,3.6,3.86,5.8,11,3.88
ID02518,Male,21,Psychology,89.4,7.8,3.9,8.3,9,4.0
ID04929,Female,21,Mathematics,89.5,1.6,3.8,8.3,10,4.0
ID03099,Male,18,Business,99.8,4.6,3.37,8.0,10,3.68
ID04705,Male,22,Business,68.7,4.4,2.64,5.8,7,2.71
ID03733,Male,22,Mathematics,96.4,2.8,2.76,5.6,11,3.12
ID03073,Male,22,Business,68.4,4.5,2.45,9.5,5,2.46
ID00464,Female,18,Psychology,99.1,2.4,2.25,8.0,6,2.64
ID01579,Female,19,Economics,100.0,1.8,3.66,9.5,7,3.96
ID00098,Male,22,Computer Science,82.7,9.4,2.47,7.5,10,3.14
ID04631,Male,20,Engineering,61.7,1.6,3.68,9.2,7,3.64
ID03176,Male,20,Business,74.1,4.0,3.21,5.6,11,2.97
ID01500,Female,23,Computer Science,55.0,1.7,3.37,6.7,13,2.88
ID00307,Male,18,Psychology,77.3,2.3,3.11,9.2,5,2.91
ID03414,Male,19,Psychology,74.4,1.3,2.49,4.2,5,2.26
ID01042,Female,21,Psychology,91.7,1.5,2.3,4.2,7,2.56
ID01336,Female,21,Mathematics,93.2,6.5,2.82,6.9,11,3.32
ID04326,Female,18,Mathematics,59.4,6.1,2.62,7.2,0,2.58
ID02668,Female,20,Engineering,100.0,1.7,3.94,7.1,6,4.0
ID02149,Male,24,Business,83.5,2.4,4.0,6.8,5,4.0
ID00727,Male,24,Economics,100.0,2.4,2.1,5.7,8,2.38
ID03412,Male,22,Mathematics,97.8,4.9,3.73,9.1,9,4.0
ID00442,Female,19,Economics,95.5,0.2,2.55,6.3,5,2.6
ID01869,Male,22,Mathematics,100.0,2.5,3.12,7.9,12,3.2
ID04220,Male,20,Business,100.0,3.1,3.6,6.4,9,3.94
ID02910,Male,19,Economics,100.0,7.4,3.51,5.9,9,4.0
ID02494,Male,19,Psychology,70.4,2.4,3.2,8.3,4,3.03
ID02861,Female,21,Computer Science,60.1,2.5,2.49,6.9,8,2.51
ID01019,Female,20,Mathematics,94.1,4.8,2.83,8.3,8,2.96
ID03702,Female,21,Computer Science,81.0,12.9,3.09,8.7,7,3.74
ID04776,Female,20,Mathematics,66.7,2.9,2.78,9.9,5,2.76
ID02190,Female,22,Business,93.6,2.5,4.0,5.1,9,3.98
ID04757,Male,24,Psychology,100.0,10.0,2.55,4.0,7,2.9
ID00874,Male,20,Economics,84.0,1.7,3.16,4.6,8,3.2
ID02942,Female,23,Psychology,78.4,13.2,2.81,6.1,7,3.47
ID04725,Male,18,Psychology,94.0,4.4,2.92,7.4,10,3.49
ID01018,Female,24,Computer Science,100.0,2.3,2.57,7.5,6,3.02
ID00155,Female,18,Business,100.0,0.8,3.37,4.0,7,3.38
ID00935,Male,22,Mathematics,91.0,3.7,3.03,6.9,9,3.18
ID03598,Female,20,Psychology,95.1,4.7,4.0,8.3,9,4.0
ID04320,Male,19,Mathematics,79.5,4.9,3.2,5.3,15,3.39
ID04832,Female,18,Psychology,84.5,3.7,3.47,6.6,9,3.88
ID03079,Male,18,Computer Science,95.7,5.8,3.67,6.8,10,4.0
ID02850,Male,19,Business,100.0,6.1,3.01,10.0,10,3.35
ID00311,Male,21,Psychology,99.9,1.1,2.92,8.2,3,2.95
ID01144,Female,18,Psychology,79.1,4.0,3.52,8.0,6,3.74
ID03554,Male,21,Psychology,82.6,8.5,3.08,4.2,2,3.48
ID01826,Male,19,Psychology,98.7,3.7,3.47,7.4,10,3.73
ID04979,Male,19,Psychology,89.3,7.5,2.68,4.5,6,2.96
ID01167,Female,19,Economics,72.3,2.9,3.35,7.9,10,3.49
ID02447,Male,24,Business,73.2,6.7,4.0,6.3,5,4.0
ID01532,Female,21,Engineering,76.5,11.3,3.01,7.7,7,3.47
ID00263,Male,19,Economics,70.1,3.4,3.23,7.5,3,3.38
ID04601,Male,18,Economics,85.9,7.9,2.02,8.2,7,2.27
ID03308,Male,19,Business,68.6,5.7,3.71,10.0,10,3.79
ID04503,Male,18,Business,87.0,4.7,2.74,4.0,8,3.22
ID00116,Female,23,Business,79.6,6.8,3.93,8.8,8,3.88
ID03034,Male,22,Computer Science,62.1,6.5,2.52,6.8,9,2.72
ID03854,Female,18,Economics,100.0,0.4,4.0,7.3,6,4.0
ID03271,Male,24,Engineering,78.2,6.6,3.18,4.3,13,3.4
ID01658,Male,20,Computer Science,87.0,11.3,3.16,6.5,7,4.0
ID04202,Male,24,Engineering,70.4,5.7,2.96,5.4,8,2.87
ID00724,Female,20,Psychology,86.6,2.3,3.27,6.9,8,3.58
ID02889,Female,24,Psychology,69.5,8.0,3.95,9.6,9,4.0
ID01352,Female,22,Engineering,84.7,2.0,2.9,7.7,9,3.01
ID00650,Male,23,Computer Science,84.3,2.1,2.6,6.7,8,2.93
ID00147,Female,20,Mathematics,100.0,2.9,3.61,7.7,10,4.0
ID04402,Male,22,Psychology,54.8,1.7,3.3,5.0,14,2.91
ID00814,Female,21,Psychology,100.0,5.2,3.24,7.5,4,3.65
ID04488,Male,23,Computer Science,91.5,7.3,2.72,7.0,10,3.36
ID03005,Female,21,Mathematics,100.0,3.4,2.78,10.0,14,2.87
ID04765,Male,22,Mathematics,95.5,3.7,2.71,8.0,7,3.09
ID02881,Male,24,Psychology,79.6,5.4,4.0,7.4,13,3.94
ID01108,Female,19,Psychology,100.0,11.5,2.77,7.3,8,3.69
ID04728,Female,21,Mathematics,53.7,1.0,2.74,6.3,4,2.19
ID04471,Female,22,Computer Science,94.7,2.4,3.83,7.0,9,3.98
ID04360,Male,24,Business,100.0,6.0,1.85,5.9,6,2.26
ID02298,Male,20,Computer Science,82.3,1.3,2.82,8.0,11,3.01
ID03139,Male,24,Psychology,65.1,9.2,2.52,6.4,7,2.65
ID03938,Male,24,Computer Science,83.7,6.1,2.4,7.5,9,3.05
ID04930,Female,22,Engineering,55.3,2.2,3.93,7.6,8,3.71
ID04604,Male,18,Psychology,100.0,4.1,3.83,8.0,8,4.0
ID02545,Male,20,Mathematics,97.8,1.3,3.23,6.5,6,3.43
ID03625,Male,23,Computer Science,80.6,2.3,4.0,6.0,5,4.0
ID04845,Male,19,Economics,98.6,5.1,3.02,7.3,6,3.54
ID03786,Male,21,Mathematics,80.0,4.7,2.71,6.8,12,2.96
ID01267,Male,20,Business,83.8,5.3,2.6,7.6,6,3.05
ID03390,Female,20,Economics,93.2,1.8,3.1,7.4,8,3.33
ID00345,Male,20,Computer Science,59.4,2.2,2.75,9.6,4,2.18
ID01142,Male,22,Economics,88.7,2.8,2.5,6.7,5,2.84
ID03753,Male,24,Economics,100.0,4.3,2.61,10.0,10,2.82
ID01154,Female,21,Psychology,100.0,5.1,3.03,8.4,7,3.53
ID04525,Female,21,Engineering,79.8,2.5,3.55,8.9,10,3.49
ID02406,Female,21,Mathematics,83.6,1.9,3.49,7.3,4,3.8
ID02534,Male,21,Economics,59.8,4.2,3.2,4.1,7,2.84
ID02821,Female,21,Engineering,100.0,0.5,2.8,6.9,10,2.96
ID02152,Male,18,Economics,78.7,6.0,3.03,4.3,8,2.89
ID01554,Female,22,Business,72.1,4.2,2.8,4.3,6,2.62
ID03566,Female,22,Computer Science,72.5,3.3,2.96,4.0,6,3.01
ID02262,Female,22,Business,88.6,3.9,2.21,5.9,4,2.26
ID00738,Female,18,Business,79.9,3.4,3.04,8.4,8,3.03
ID00056,Female,18,Psychology,89.6,4.9,2.01,6.0,7,2.4
ID03231,Male,22,Economics,89.4,3.7,1.91,8.7,8,2.05
ID00370,Male,19,Psychology,71.1,6.8,3.46,8.0,7,3.75
ID00480,Male,21,Computer Science,78.9,5.0,3.77,10.0,12,3.82
ID01360,Female,18,Engineering,88.2,3.8,3.98,6.3,7,4.0
ID04364,Male,18,Engineering,65.2,1.9,3.26,9.5,14,3.3
ID04685,Female,18,Computer Science,64.3,3.1,2.35,5.1,8,2.21
ID00623,Male,23,Business,93.1,7.1,3.54,6.6,3,3.92
ID00399,Female,18,Business,96.7,3.5,3.12,7.7,8,3.34
ID02019,Male,22,Mathematics,82.8,1.4,3.41,7.0,12,3.72
ID04084,Female,18,Engineering,84.4,4.2,4.0,7.1,8,4.0
ID04100,Male,24,Psychology,90.9,1.8,2.71,8.0,10,3.15
ID03475,Female,23,Business,100.0,5.3,3.58,7.3,6,4.0
ID00438,Female,18,Psychology,80.4,2.1,2.73,7.2,7,3.03
ID03052,Male,22,Business,80.8,6.8,3.62,8.3,15,4.0
ID02590,Female,20,Economics,90.2,6.7,4.0,5.2,3,4.0
ID00815,Female,20,Engineering,94.1,3.1,2.68,6.7,11,3.06
ID02798,Female,22,Mathematics,94.1,7.3,3.25,4.3,9,3.86
ID04420,Male,24,Mathematics,83.8,2.1,2.38,7.7,6,2.81
ID01572,Male,23,Engineering,77.1,4.6,3.11,6.6,9,3.36
ID00435,Male,21,Economics,78.6,0.8,3.15,9.9,12,2.93
ID00046,Female,19,Economics,83.1,2.4,3.21,7.8,8,3.62
ID02768,Male,24,Engineering,73.8,3.2,3.22,7.0,8,3.11
ID02265,Female,18,Mathematics,92.8,2.0,3.76,6.6,3,4.0
ID02658,Female,20,Business,78.5,7.0,2.94,7.7,7,3.31
ID04542,Male,18,Computer Science,98.9,3.6,3.23,7.9,6,3.62
ID03333,Male,22,Economics,56.0,4.0,3.67,9.3,7,3.34
ID01663,Female,19,Computer Science,85.3,2.3,3.34,8.2,4,3.47
ID01520,Female,24,Engineering,74.0,3.0,2.66,5.5,6,2.64
ID03060,Female,19,Computer Science,66.4,3.3,3.32,5.3,14,3.17
ID02647,Female,18,Engineering,75.6,5.0,2.69,8.1,8,2.85
ID00644,Male,19,Computer Science,100.0,5.9,3.01,8.4,15,3.4
ID03991,Male,24,Economics,82.6,10.2,3.62,4.3,9,4.0
ID01834,Female,19,Computer Science,77.3,4.9,3.01,5.6,10,3.08
ID03757,Male,23,Computer Science,96.8,5.1,2.7,7.8,7,3.29
ID03628,Female,19,Computer Science,96.5,5.8,3.07,6.2,5,3.34
ID01385,Female,19,Mathematics,75.1,5.1,3.35,6.8,10,3.43
ID03812,Male,20,Computer Science,90.7,11.4,3.77,6.5,8,4.0
ID01952,Male,19,Business,91.6,2.7,3.1,5.6,9,3.17
ID01447,Female,23,Psychology,76.2,1.4,2.98,5.1,7,2.95
ID00023,Male,20,Business,92.1,6.5,2.51,8.2,8,2.93
ID03400,Female,19,Psychology,86.5,5.8,3.46,8.8,8,3.7
ID04969,Female,23,Business,100.0,5.5,3.13,7.7,10,3.6
ID03266,Male,20,Psychology,100.0,3.2,2.63,9.0,11,2.84
ID04539,Male,20,Psychology,97.4,4.4,3.09,9.1,8,3.22
ID01030,Female,24,Computer Science,66.6,2.3,2.56,9.0,6,2.27
ID04113,Male,19,Economics,100.0,3.0,2.97,6.1,7,3.44
ID02430,Female,23,Engineering,77.5,6.9,3.85,4.7,12,4.0
ID00512,Male,22,Computer Science,87.5,3.1,3.43,8.1,6,3.59
ID01642,Female,18,Mathematics,94.2,6.0,2.3,9.0,2,2.83
ID00631,Female,23,Computer Science,57.1,3.6,2.88,5.4,10,2.7
ID02823,Female,18,Computer Science,86.5,1.9,3.31,9.2,9,3.62
ID03453,Female,20,Mathematics,99.7,3.4,3.46,7.7,16,3.6
ID00344,Male,23,Mathematics,84.0,3.2,3.81,9.2,6,4.0
ID01136,Male,18,Mathematics,71.5,2.3,2.02,5.6,9,1.84
ID01179,Female,19,Business,100.0,1.1,2.99,6.6,5,3.21
ID01880,Female,23,Psychology,55.3,7.7,3.34,6.9,7,3.28
ID02943,Male,18,Computer Science,68.0,1.7,2.13,5.9,11,2.12
ID01094,Male,20,Engineering,86.9,3.3,3.36,8.2,11,3.64
ID04376,Male,19,Mathematics,100.0,2.6,4.0,7.5,10,4.0
ID00894,Male,18,Psychology,82.8,2.2,3.13,8.0,8,3.51
ID00114,Female,19,Engineering,100.0,2.3,2.67,8.2,9,3.03
ID00065,Male,23,Computer Science,96.0,5.1,2.96,6.6,16,2.92
ID01713,Female,20,Business,100.0,3.1,2.35,9.0,10,2.73
ID03876,Male,20,Engineering,63.3,1.8,3.19,8.1,8,3.08
ID01208,Male,19,Mathematics,91.5,8.8,3.39,10.0,7,3.76
ID04363,Female,23,Mathematics,96.2,7.5,2.7,7.5,9,3.33
ID02831,Male,21,Mathematics,65.1,2.2,3.08,6.9,5,3.09
ID02921,Male,19,Economics,58.9,5.4,2.4,5.9,14,1.99
ID03456,Male,19,Engineering,75.5,7.7,2.91,9.1,3,3.08
ID02619,Female,23,Psychology,93.8,2.7,3.58,7.7,9,3.67
ID02741,Male,24,Business,78.5,4.7,2.64,6.8,9,2.75
ID03144,Male,19,Mathematics,95.8,3.0,3.04,7.2,14,3.47
ID04370,Male,24,Business,85.6,2.0,3.63,8.1,5,3.92
ID04195,Female,19,Engineering,100.0,1.0,3.41,4.0,11,3.63
ID01237,Female,19,Business,90.4,2.3,3.84,6.9,11,4.0
ID01376,Female,19,Economics,43.9,4.9,2.51,6.9,6,2.28
ID01127,Male,22,Computer Science,86.0,7.1,2.63,6.9,5,3.22
ID02302,Female,23,Engineering,100.0,3.6,2.99,5.5,8,3.34
ID02228,Female,23,Engineering,91.1,4.7,2.66,7.0,8,2.99
ID00159,Male,18,Business,96.5,2.2,3.64,6.0,9,3.8
ID00853,Male,20,Business,81.5,5.8,3.53,5.9,6,4.0
ID00319,Male,22,Economics,76.9,3.0,3.44,5.9,5,3.46
ID03183,Male,19,Economics,99.5,2.3,2.61,5.8,10,2.91
ID00100,Male,23,Mathematics,100.0,8.9,3.52,5.8,9,4.0
ID00424,Male,21,Psychology,95.1,5.7,3.01,4.9,6,3.24
ID01643,Male,23,Mathematics,93.5,1.8,3.55,8.8,11,3.89
ID02796,Female,22,Psychology,81.2,6.8,3.12,4.0,11,3.5
ID04671,Male,24,Economics,58.9,4.7,1.69,6.5,11,1.57
ID04544,Male,18,Business,88.1,1.6,3.44,5.9,9,3.43
ID01483,Male,19,Computer Science,87.7,5.5,3.72,8.5,6,3.91
ID04356,Female,18,Mathematics,94.3,4.9,2.17,5.3,13,2.51
ID03013,Male,18,Computer Science,76.5,1.8,3.15,7.0,6,3.27
ID00578,Female,22,Psychology,81.3,3.4,3.39,4.8,10,3.47
ID00330,Male,18,Business,85.7,2.1,3.49,8.9,9,3.69
ID01640,Female,20,Business,81.3,6.7,3.25,6.5,5,3.57
ID02311,Male,18,Economics,66.6,7.3,2.8,6.9,11,2.89
ID02125,Female,19,Psychology,94.5,4.5,3.49,6.2,3,3.96
ID00679,Female,23,Business,100.0,3.8,2.87,7.7,14,3.16
ID02639,Female,20,Psychology,85.2,5.5,2.37,8.7,10,2.73
ID04939,Female,20,Engineering,100.0,0.4,3.13,8.1,10,3.37
ID00208,Female,24,Economics,98.5,10.2,2.64,4.4,5,3.36
ID03869,Female,21,Computer Science,81.0,3.5,3.38,7.4,6,3.52
ID01338,Female,22,Engineering,100.0,6.9,3.41,8.6,4,3.81
ID00681,Female,21,Mathematics,99.3,4.0,2.74,7.5,5,3.04
